id,quid,question,answer,answer_type,choices,answer_word,facts
2549,,if a and b together can finish a work in 16 days . a can finish same work alone in 24 days then b alone can finish same work alone in how many days ?,b,MULTIPLE_CHOICE,"a ) 30 days
b ) 48 days
c ) 40 days
d ) 36 days
e ) 50 days",,
2550,,"if 5 a + 7 b = m , where a and b are positive integers , what is the largest possible value of m for which exactly one pair of integers ( a , b ) makes the equation true ?",d,MULTIPLE_CHOICE,"a ) 35
b ) 48
c ) 69
d ) 70
e ) 74",,
2551,,the cost price of an article is 64 % of the marked price . calculate the gain percent after allowing a discount of 15 % ?,a,MULTIPLE_CHOICE,"a ) 32.8 %
b ) 37.6 %
c ) 38.5 %
d ) 17.5 %
e ) 37.2 %",,
2552,,the calendar of the year 2028 can be used again in the year ?,c,MULTIPLE_CHOICE,"a ) 2041
b ) 1951
c ) 2056
d ) 1971
e ) 1973",,
2553,,a man speaks truth 3 out of 4 times . he throws a die and reports it to be a 6 . what is the probability of it being a 6 ?,d,MULTIPLE_CHOICE,"a ) 3 / 5
b ) 1 / 2
c ) 3 / 4
d ) 3 / 8
e ) 3 / 6",,
2554,,a fair coin is tossed 11 times . what is the probability of getting more heads than tails in 11 tosses ?,a,MULTIPLE_CHOICE,"a ) 1 / 2
b ) 63 / 128
c ) 4 / 7
d ) 61 / 256
e ) 63 / 64",,
2555,,"on a sum of money , simple interest for 2 years is rs 660 and compound interest is rs 696.30 , the rate of interest being the same in both cases .",d,MULTIPLE_CHOICE,"a ) 8 %
b ) 9 %
c ) 10 %
d ) 11 %
e ) none of these",,
2556,,an amount at compound interest sums to rs . 17640 / - in 2 years and to rs . 19404 / - in 3 years at the same rate of interest . find the rate percentage ?,d,MULTIPLE_CHOICE,"a ) 5 %
b ) 7 %
c ) 9 %
d ) 10 %
e ) 12 %",,
2557,,"a farmer spent $ 35 on feed for chickens and goats . he spent 40 % money on chicken feed , which he bought at a 30 % discount off the full price , and spent the rest on goat feed , which he bought at full price . if the farmer had paid full price for both the chicken feed and the goat feed , what amount would he have spent on the chicken feed and goat feed combined ?",e,MULTIPLE_CHOICE,"a ) $ 37.80
b ) $ 38.50
c ) $ 39.20
d ) $ 39.50
e ) $ 41",,
2558,,"a man is 22 years older than his son . in two years , his age will be twice the age of his son . the present age of his son is :",c,MULTIPLE_CHOICE,"a ) 14 years
b ) 18 years
c ) 20 years
d ) 22 years
e ) 16 years",,
2559,,a is twice as good a work man as b and together they finish the work in 10 days . in how many days a alone can finish the work ?,b,MULTIPLE_CHOICE,"a ) 23
b ) 15
c ) 77
d ) 92
e ) 61",,
2560,,"pumps a , b , and c operate at their respective constant rates . pumps a and b , operating simultaneously , can fill a certain tank in 1 / 2 hours ; pumps a and c , operating simultaneously , can fill the tank in 1 / 2 hours ; and pumps b and c , operating simultaneously , can fill the tank in 2 hours . how many hours does it take pumps a , b , and c , operating simultaneously , to fill the tank .",e,MULTIPLE_CHOICE,"a ) 1 / 3
b ) 1 / 2
c ) 1 / 4
d ) 1
e ) 5 / 6",,
2561,,"if y > 0 , ( 10 y ) / 20 + ( 3 y ) / 10 is what percent of y ?",e,MULTIPLE_CHOICE,"a ) 40 %
b ) 50 %
c ) 60 %
d ) 70 %
e ) 80 %",,
2562,,"the ages of two persons differ by 16 years . if 6 years ago , the elder one be 3 times as old as the younger one , find their present ages .",d,MULTIPLE_CHOICE,"a ) 10 years and 18 years
b ) 18 years and 26 years
c ) 20 years and 28 years
d ) 14 years and 30 years
e ) 16 years and 25 years",,
2563,,let the number which when multiplied by 11 is increased by 300 .,e,MULTIPLE_CHOICE,"a ) 14
b ) 20
c ) 26
d ) 28
e ) 30",,
2564,,"in a division , a student took 78 as divisor instead of 36 . his answer was 24 . the correct answer is -",d,MULTIPLE_CHOICE,"a ) 42
b ) 32
c ) 48
d ) 52
e ) 38",,
2565,,an athlete takes 10 seconds to run 100 m . what is his avg . speed in miles per hour ?,a,MULTIPLE_CHOICE,"a ) 22.37
b ) 26.66
c ) 24.35
d ) 36.0
e ) 42.44",,
2566,,chris age after 13 years will be 5 times his age 5 years back . what is the present age of chris ?,e,MULTIPLE_CHOICE,"a ) a ) 20
b ) b ) 25
c ) c ) 15
d ) d ) 22
e ) e ) 12",,
2567,,a pair of articles was bought for $ 50 at a discount of 50 % . what must be the marked price of each of the article ?,b,MULTIPLE_CHOICE,"a ) $ 25
b ) $ 12.50
c ) $ 29.65
d ) $ 35.95
e ) $ 45.62",,
2568,,"a tank is filled to one quarter of its capacity with a mixture consisting of water and sodium chloride . the proportion of sodium chloride in the tank is 40 % by volume and the capacity of the tank is 24 gallons . if the water evaporates from the tank at the rate of 0.5 gallons per hour , and the amount of sodium chloride stays the same , what will be the concentration of water in the mixture in 6 hours ?",b,MULTIPLE_CHOICE,"a ) 18 %
b ) 20 %
c ) 22 %
d ) 24 %
e ) 26 %",,
2569,,"in what proportion must rice at rs 3.10 per kg be mixed with rice at rs 3.75 per kg , so that the mixture be worth rs 3.25 a kg ?",c,MULTIPLE_CHOICE,"a ) 7 / 3
b ) 5 / 3
c ) 10 / 3
d ) 3 / 7
e ) 11 / 5",,
2570,,the distance between 2 cities a and b is 1000 km . a train starts from a at 12 p . m . and travels towards b at 100 km / hr . another starts from b at 1 p . m . and travels towards a at 150 km / hr . at what time do they meet ?,c,MULTIPLE_CHOICE,"a ) 11 am .
b ) 12 p . m .
c ) 5 pm .
d ) 2 p . m .
e ) 1 p . m .",,
2571,,"in a certain quiz that consists of 10 questions , each question after the first is worth 4 points more than the preceding question . if the 10 questions on the quiz are worth a total of 300 points , how many points is the third question worth ?",d,MULTIPLE_CHOICE,"a ) 22
b ) 24
c ) 26
d ) 20
e ) 28",,
2572,,"a rectangular field is to be fenced on three sides leaving a side of 20 feet uncovered . if the area of the field is 256 sq . feet , how many feet of fencing will be required ?",a,MULTIPLE_CHOICE,"a ) 45.6
b ) 40
c ) 68
d ) 88
e ) 92",,
2573,,"there are 180 doctors and nurses at a hospital . if the ratio of doctors to nurses is 2 to 3 , how many nurses are at the hospital ?",c,MULTIPLE_CHOICE,"a ) 100
b ) 104
c ) 108
d ) 112
e ) 116",,
2574,,"a reduction of 40 % in the price of oil enables a house wife to obtain 5 kgs more for rs . 800 , what is the reduced price for kg ?",c,MULTIPLE_CHOICE,"a ) 80
b ) 72
c ) 64
d ) 56
e ) 48",,
2575,,"a tank contains 6,500 gallons of a solution that is 5 percent sodium chloride by volume . if 2,500 gallons of water evaporate from the tank , the remaining solution will be approximately what percent sodium chloride ?",d,MULTIPLE_CHOICE,"a ) 5.12 %
b ) 6.12 %
c ) 7.12 %
d ) 8.12 %
e ) 9.12 %",,
2576,,the l . c . m . of 2 numbers is 72 . the numbers are in the ratio 2 : 3 . find their sum ?,d,MULTIPLE_CHOICE,"a ) 36
b ) 40
c ) 48
d ) 60
e ) 56",,
2577,,"if a farmer sells 15 of his chickens , his stock of feed will last for 4 more days than planned , but if he buys 25 more chickens , he will run out of feed 3 days earlier than planned . if no chickens are sold or bought , the farmer will be exactly on schedule . how many chickens does the farmer have ?",e,MULTIPLE_CHOICE,"a ) 12
b ) 24
c ) 48
d ) 55
e ) 49",,
2578,,"what is the max number of rectangular boxes , each measuring 4 inches by 6 inches by 10 inches , that can be packed into a rectangular packing box measuring 16 inches by 18 inches by 30 inches , if all boxes are aligned in the same direction ?",a,MULTIPLE_CHOICE,"['a ) 36'
'b ) 14'
'c ) 12'
'd ) 15'
'e ) 11']",,
2579,,after decreasing 80 % in the price of an article costs rs . 320 . find the actual cost of an article ?,e,MULTIPLE_CHOICE,"a ) 2777
b ) 2987
c ) 1200
d ) 9977
e ) 1600",,
2580,,how many seconds will a 500 m long train take to cros a man walking with a speed of 3 kmph in the direction of the moving train if the speed of the train is 63 kmph,b,MULTIPLE_CHOICE,"a ) 25
b ) 30
c ) 40
d ) 45
e ) 50",,
2581,,"a batsman had a certain average of runs for 16 innings . in the 17 th innings , he made a score of 87 runs thereby increasing his average by 3 . what is his average after 17 innings ?",a,MULTIPLE_CHOICE,"a ) 39
b ) 88
c ) 266
d ) 278
e ) 221",,
2582,,"if a card is drawn from a well shuffled pack of cards , the probability of drawing a spade or a king is - .",b,MULTIPLE_CHOICE,"a ) 2 / 10
b ) 4 / 13
c ) 3 / 5
d ) 9 / 7
e ) 1 / 4",,
2583,,"the membership of a committee consists of 3 english teachers , 4 mathematics teachers , and 3 social studies teachers . if 2 committee members are to be selected at random to write the committee ’ s report , what is the probability that the two members selected will both be english teachers ?",d,MULTIPLE_CHOICE,"a ) 2 / 3
b ) 1 / 3
c ) 2 / 9
d ) 1 / 12
e ) 1 / 24",,
2584,,a money lender finds that due to a fall in the annual rate of interest from 8 % to 7 1 / 5 % his yearly income diminishes by rs . 61.50 . his capital is,c,MULTIPLE_CHOICE,"a ) 22.378
b ) 37.78
c ) 76.88
d ) 27.888
e ) 12.771",,
2585,,"thirty percent of the members of a swim club have passed the lifesaving test . among the members who havenotpassed the test , 19 have taken the preparatory course and 30 have not taken the course . how many members are there in the swim club ?",b,MULTIPLE_CHOICE,"a ) 60
b ) 70
c ) 100
d ) 120
e ) 140",,
2586,,the decimal 0.1 is how many times greater than the decimal ( 0.01 ) ^ 3 ?,c,MULTIPLE_CHOICE,"a ) 10
b ) 10 ^ 2
c ) 10 ^ 5
d ) 10 ^ 8
e ) 10 ^ 10",,
2587,,the current in a river is 5 mph . a boat can travel 20 mph in still water . how far up the river can the boat travel if the round trip is to take 10 hours ?,c,MULTIPLE_CHOICE,"a ) 69 miles
b ) 88 miles
c ) 93
75 miles
d ) 100 miles
e ) 112 miles",,
2588,,"let f ( x , y ) be defined as the remainder when ( x – y ) ! is divided by x . if x = 16 , what is the maximum value of y for which f ( x , y ) = 0 ?",b,MULTIPLE_CHOICE,"a ) 5
b ) 10
c ) 15
d ) 20
e ) 25",,
2589,,two tests had the same maximum mark . the pass percentages in the first and the second test were 40 % and 45 % respectively . a candidate scored 249 marks in the second test and failed by 66 marks in that test . find the pass mark in the first test ?,d,MULTIPLE_CHOICE,"a ) 768
b ) 243
c ) 246
d ) 280
e ) 224",,
2590,,the average of 10 numbers is 40.2 . later it is found that two numbers have been wrongly copied . the first is 14 greater than the actual number and the second number added is 13 instead of 31 . find the correct average .,c,MULTIPLE_CHOICE,"a ) 40.2
b ) 40.4
c ) 40.6
d ) 40.8
e ) none of the above",,
2591,,"in 1990 the budgets for projects q and v were $ 500,000 and $ 780,000 , respectively . in each of the next 10 years , the budget for q was increased by $ 30,000 and the budget for v was decreased by $ 10,000 . in which year was the budget for q equal to the budget for v ?",e,MULTIPLE_CHOICE,"a ) 1992
b ) 1993
c ) 1994
d ) 1995
e ) 1997",,
2592,,"how many numbers between 100 and 798 are divisible by 2 , 3 , and 7 together ?",d,MULTIPLE_CHOICE,"a ) 112
b ) 77
c ) 267
d ) 17
e ) 99",,
2593,,"a car traveled 340 miles per tankful of gasoline on the highway and 336 miles per tankful of gasoline in the city . if the car traveled 6 fewer miles per gallon in the city than on the highway , how many miles per gallon did the car travel in the city ?",a,MULTIPLE_CHOICE,"a ) 504
b ) 416
c ) 321
d ) 220
e ) 170",,
2594,,"1850 men have provisions for 15 days . if 150 more men join them , for how many days will the provisions last now ?",c,MULTIPLE_CHOICE,"a ) 12.9
b ) 12.0
c ) 13.9
d ) 13.5
e ) 12.1",,
2595,,the product of the squares of two positive integers is 100 . how many pairs of positive integers satisfy this condition ?,c,MULTIPLE_CHOICE,"a ) 0
b ) 1
c ) 2
d ) 3
e ) 4",,
2596,,a number increased by 30 % gives 780 . the number is,d,MULTIPLE_CHOICE,"a ) 250
b ) 400
c ) 450
d ) 600
e ) 520",,
2597,,"if a > x > y > z on the number line , y is halfway between x and z , and x is halfway between w and z , then ( y - x ) / ( y - a ) =",b,MULTIPLE_CHOICE,"a ) 1 / 4
b ) 1 / 3
c ) 1 / 2
d ) 3 / 4
e ) 1",,
2598,,"3 friends james , david and charlie divide $ 1230 amongs them in such a way that if $ 5 , $ 10 and $ 15 are removed from the sums that james , david and charlie received respectively , then the share of the sums that they got will be in the ratio of 9 : 10 : 11 . how much did charlie receive ?",e,MULTIPLE_CHOICE,"a ) $ 600
b ) $ 575
c ) $ 550
d ) $ 580
e ) $ 615",,
2599,,if 2 + 3 = 31 ; 3 + 5 = 134 ; 5 + 7 = 368 then 7 + 11 = ?,d,MULTIPLE_CHOICE,"a ) 1250
b ) 1360
c ) 1270
d ) 1380
e ) 1290",,
2600,,"a rectangular grass field is 70 m * 55 m , it has a path of 2.5 m wide all round it on the outside . find the area of the path and the cost of constructing it at rs . 2 per sq m ?",b,MULTIPLE_CHOICE,"a ) s . 1350
b ) s . 1300
c ) s . 1328
d ) s . 1397
e ) s . 1927",,
2601,,"calculate the area of a triangle , if the sides of are 39 cm , 36 cm and 15 cm , what is its area ?",e,MULTIPLE_CHOICE,"a ) 570 cm 2
b ) 370 cm 2
c ) 170 cm 2
d ) 271 cm 2
e ) 270 cm 2",,
2602,,a man can row a distance of 5 km in 60 min with the help of the tide . the direction of the tide reverses with the same speed . now he travels a further 20 km in 20 hours . how much time he would have saved if the direction of tide has not changed ?,e,MULTIPLE_CHOICE,"a ) 2
b ) 8
c ) 1
d ) 6
e ) 16",,
2603,,"one pipe can fill a tank three times as fast as another pipe . if together the two pipes can fill the tank in 36 minutes , then the slower pipe alone will be able to fill the tank in ?",a,MULTIPLE_CHOICE,"a ) 144 min
b ) 250 min
c ) 196 min
d ) 100 min
e ) 112 min",,
2604,,a man can do a job in 15 days . his father takes 20 days and his son finishes it in 15 days . how long will they take to complete the job if they all work together ?,c,MULTIPLE_CHOICE,"a ) 6.3
b ) 6.9
c ) 5.5
d ) 6.1
e ) 6.2",,
2605,,how long does a train 250 meters long running at the rate of 72 km / hr take to cross a bridge 150 meters in length ?,b,MULTIPLE_CHOICE,"a ) 10 sec
b ) 20 sec
c ) 25 sec
d ) 30 sec
e ) 35 sec",,
2606,,"the price of commodity x increases by 45 cents every year , while the price of commodity y increases by 20 cents every year . in 2001 , the price of commodity x was $ 5.20 and the price of commodity y was $ 7.30 . in which year will the price of commodity x be 10 cents less than the price of commodity y ?",b,MULTIPLE_CHOICE,"a ) 2008
b ) 2009
c ) 2010
d ) 2011
e ) 2012",,
2607,,"if a wholesaler distributes items to several outlets ( a , b , c and d ) in the ratio of 1 / 12 : 1 / 13 : 1 / 15 : 1 / 2 , then find the total number of items the wholesaler distributes ?",a,MULTIPLE_CHOICE,"a ) 567
b ) 167
c ) 267
d ) 467
e ) 667",,
2608,,john makes $ 50 a week from his job . he earns a raise and now makes $ 60 a week . what is the % increase ?,e,MULTIPLE_CHOICE,"a ) 16 %
b ) 16.66 %
c ) 17.9 %
d ) 18.12 %
e ) 20 %",,
2609,,in the fifth grade at parkway elementary school there are 420 students . 312 students are boys and 250 students are playing soccer . 90 % of the students that play soccer are boys . how many girl student are in parkway that is not playing soccer ?,b,MULTIPLE_CHOICE,"a ) 69 .
b ) 83 .
c ) 81
d ) 91
e ) 108",,
2610,,"john bought a shirt on sale for 25 % off the original price and another 25 % off the discounted price . if the final price was $ 14 , what was the price before the first discount ?",c,MULTIPLE_CHOICE,"a ) $ 45.10
b ) $ 34.31
c ) $ 24.88
d ) $ 67.54
e ) $ 65.23",,
2611,,the length of a rectangular plot is 10 mtr more than its width . the cost of fencing the plot along its perimeter at the rate of rs . 6.5 mtr is rs . 1690 . the perimeter of the plot is ?,e,MULTIPLE_CHOICE,"a ) 126
b ) 156
c ) 190
d ) 321
e ) 260",,
2612,,the average weight of 4 person ' s increases by 1.5 kg when a new person comes in place of one of them weighing 95 kg . what might be the weight of the new person ?,a,MULTIPLE_CHOICE,"a ) 101 kg
b ) 103.4 kg
c ) 105 kg
d ) data inadequate
e ) none of these",,
2613,,"each of the three people individually can complete a certain job in 3 , 5 , and 6 hours , respectively . what is the lowest fraction of the job that can be done in 1 hour by 2 of the people working together at their respective rates ?",c,MULTIPLE_CHOICE,"a ) 4 / 15
b ) 7 / 30
c ) 11 / 30
d ) 7 / 18
e ) 5 / 18",,
2614,,"the average of 5 consecutive odd numbers a , b , c , d and e is 33 . what percent of a is d ?",b,MULTIPLE_CHOICE,"a ) 86.8
b ) 88.6
c ) 89.2
d ) 90.1
e ) 92.2",,
2615,,"find the area of trapezium whose parallel sides are 20 cm and 18 cm long , and the distance between them is 30 cm ?",b,MULTIPLE_CHOICE,"a ) 827 cm 2
b ) 570 cm 2
c ) 285 cm 2
d ) 178 cm 2
e ) 176 cm 2",,
2616,,"daniel went to a shop and bought things worth rs . 25 , out of which 60 paise went on sales tax on taxable purchases . if the tax rate was 6 % , then what was the cost of the tax free items ?",a,MULTIPLE_CHOICE,"a ) a ) 14.4
b ) b ) 20
c ) c ) 21.3
d ) d ) 21.5
e ) e ) 22",,
2617,,"the volumes of two cubes are in the ratio 27 : 125 , what shall be the ratio of their surface areas ?",c,MULTIPLE_CHOICE,"['a ) 6 : 25'
'b ) 3 : 5'
'c ) 9 : 25'
'd ) 16 : 25'
'e ) 19 : 25']",,
2618,,"when positive integer n is divided by positive integer j , the remainder is 15 . if n / j = 134.08 , what is value of j ?",e,MULTIPLE_CHOICE,"a ) 22
b ) 56
c ) 78
d ) 112
e ) 187.5",,
2619,,"bag contains 7 green and 8 white balls . if two balls are drawn simultaneously , the probability that both are of the same colour is - .",a,MULTIPLE_CHOICE,"a ) 7 / 15
b ) 2 / 8
c ) 7 / 11
d ) 13 / 5
e ) 87",,
2620,,"two trains of equal length , running with the speeds of 60 and 40 kmph , take 75 seconds to cross each other while they are running in the same direction . what time will they take to cross each other if they are running in opposite directions ?",a,MULTIPLE_CHOICE,"a ) 15 sec
b ) 16 sec
c ) 14 sec
d ) 67 sec
e ) 13 sec",,
2621,,"a marketing survey of anytown found that the ratio of trucks to sedans to motorcycles was 3 : 7 : 2 , respectively . given that there are 11,900 sedans in anytown , how many motorcycles are there ?",c,MULTIPLE_CHOICE,"a ) 1260
b ) 2100
c ) 3400
d ) 4200
e ) 5200",,
2622,,how many figures are required to number the pages the pages of a book containing 223 pages ?,c,MULTIPLE_CHOICE,"a ) 372
b ) 661
c ) 561
d ) 467
e ) 761",,
2623,,"if 40 % of a certain number is 160 , then what is 90 % of that number ?",d,MULTIPLE_CHOICE,"a ) 270
b ) 380
c ) 260
d ) 360
e ) 290",,
2624,,"if x / y = 8 / 7 , then ( 7 x + 6 y ) / ( 7 x â € “ 6 y ) = ?",d,MULTIPLE_CHOICE,"a ) 11
b ) 8
c ) 9
d ) 7
e ) 6",,
2625,,"subtracting 30 from a number , the remainder is one fourth of the number . find the number ?",c,MULTIPLE_CHOICE,"a ) 29
b ) 88
c ) 40
d ) 28
e ) 27",,
2626,,the sum of three consecutive multiples of 3 is 108 . what is the largest number ?,b,MULTIPLE_CHOICE,"a ) 36
b ) 39
c ) 33
d ) 30
e ) 42",,
2627,,the sum of four consecutive even integers is 1284 . the greatest of them is :,a,MULTIPLE_CHOICE,"a ) 324
b ) 342
c ) 364
d ) 382
e ) none",,
2628,,the area of a square field is 24200 sq m . how long will a lady take to cross the field diagonally at the rate of 6.6 km / hr ?,c,MULTIPLE_CHOICE,"a ) 3 minutes
b ) 0.04 hours
c ) 2 minutes
d ) 2.4 minutes
e ) 2 minutes 40 seconds",,
2629,,"anne bought doughnuts for a class breakfast party . she bought 12 chocolate doughnuts , 6 coconut doughnuts , and 8 jam - filled doughnuts . how many doughnuts did anne buy in all ?",b,MULTIPLE_CHOICE,"a ) 25
b ) 26
c ) 39
d ) 21
e ) 11",,
2630,,"in what time will a train 100 m long cross an electric pole , it its speed be 90 km / hr ?",c,MULTIPLE_CHOICE,"a ) 2.5
b ) 2.9
c ) 4 sec
d ) 2.8
e ) 2.1",,
2631,,"if the number is divided by 3 , it reduced by 34 . the number is",a,MULTIPLE_CHOICE,"a ) 51
b ) 50
c ) 45
d ) 40
e ) 36",,
2632,,"if a train runs at 40 kmph , it reach its destination late by 11 minutes but if it runs at 50 kmph it is late by 5 minutes only . the correct time for a train to complete its journey is ? let the correct time to complete the journey be x min distance covered in ( x + 11 ) min . at 40 kmph distance covered in ( x + 5 ) min . at 50 kmph ( x + 11 ) / 60 * 40 = ( x + 5 ) / 60 * 50 x = 19 min",a,MULTIPLE_CHOICE,"a ) 19 min
b ) 19 hrs
c ) 52 min
d ) 126 min
e ) 52 min",,
2633,,how many cubes of 8 cm edge can be cut out of a cube of 16 cm edge,c,MULTIPLE_CHOICE,"a ) 36
b ) 2
c ) 8
d ) 48
e ) none of these",,
2634,,"share rs . 5400 among john , jose & binoy in the ration 2 : 4 : 6 . find the amount received by john ?",a,MULTIPLE_CHOICE,"a ) 1800
b ) 980
c ) 1200
d ) 1240
e ) 1400",,
2635,,a room is a square of side 50 feet . a second room is of area 100 square yards . a third room is of area 200 square feet . which of these can seat maximum people ? ( hint : 1 yard = 3 feet ),a,MULTIPLE_CHOICE,"a ) 200 sq feet
b ) 300 sq feet
c ) 400 sq feet
d ) 500 sq feet
e ) 600 sq feet",,
2636,,"alex and brian start a business with rs . 7000 each , and after 8 months , brian withdraws half of his capital . how should they share the profits at the end of the 18 months ?",e,MULTIPLE_CHOICE,"a ) 5 : 4
b ) 4 : 3
c ) 18 : 11
d ) 3 : 2
e ) 18 : 13",,
2637,,"of the people who responded to a market survey , 240 preferred brand x and the rest preferred brand y . if the respondents indicated a preference for brand x over brand y by ratio of 6 to 1 , how many people responded to the survey ?",c,MULTIPLE_CHOICE,"a ) 80
b ) 160
c ) 280
d ) 360
e ) 480",,
2638,,"a block of wood has dimensions 10 cm x 10 cm x 40 cm . the block is painted red and then cut evenly at the 20 cm mark , parallel to the sides , to form two rectangular solids of equal volume . what percentage of the surface area of each of the new solids is not painted red ?",b,MULTIPLE_CHOICE,"a ) 5 %
b ) 10 %
c ) 15 %
d ) 20 %
e ) 25 %",,
2639,,"two trains 119 meters and 165 meters in length respectively are running in opposite directions , one at the rate of 80 km and the other at the rate of 65 kmph . in what time will they be completely clear of each other from the moment they meet ?",e,MULTIPLE_CHOICE,"a ) 7.19
b ) 7.17
c ) 7.2
d ) 7.15
e ) 7.05",,
2640,,"if an integer e is to be chosen at random from the integers 1 to 96 , inclusive , what is the probability that e ( e + 1 ) ( e + 2 ) will be divisible by 8 ?",d,MULTIPLE_CHOICE,"a ) 1 / 4
b ) 3 / 8
c ) 1 / 2
d ) 5 / 8
e ) 3 / 4",,
2641,,"if 20 men can build a wall 66 metres long in 10 days , what length of a similar can be built by 86 men in 8 days ?",a,MULTIPLE_CHOICE,"a ) 227.04 mtrs
b ) 378.4 mtrs
c ) 478.4 mtrs
d ) 488.4 mtrs
e ) 578.4 mtrs",,
2642,,"if ( 2 to the x ) - ( 2 to the ( x - 2 ) ) = 3 ( 2 to the 9 ) , what is the value of x ?",b,MULTIPLE_CHOICE,"a ) 9
b ) 11
c ) 13
d ) 15
e ) 17",,
2643,,"by travelling at 60 kmph , a person reaches his destination on time . he covered two - third the total distance in one - third of the total time . what speed should he maintain for the remaining distance to reach his destination on time ?",a,MULTIPLE_CHOICE,"a ) 30 kmph
b ) 28 kmph
c ) 26 kmph
d ) 24 kmph
e ) 22 kmph",,
2644,,a candidate got 35 % of the votes polled and he lost to his rival by 2430 votes . how many votes were cast ?,c,MULTIPLE_CHOICE,"a ) 7500
b ) 3388
c ) 8100
d ) 2888
e ) 2661",,
2645,,"if the average of 5 positive integers is 65 and the difference between the largest and the smallest of these 5 numbers is 10 , what is the maximum value possible for the largest of these 5 integers ?",e,MULTIPLE_CHOICE,"a ) 50
b ) 52
c ) 59
d ) 68
e ) 73",,
2646,,"p can do a work in the same time in which q and r together can do it . if p and q work together , the work can be completed in 10 days . r alone needs 20 days to complete the same work . then q alone can do it in",e,MULTIPLE_CHOICE,"a ) 20
b ) 22
c ) 25
d ) 27
e ) 40",,
2647,,"sale of rs 6835 , rs . 9927 , rs . 6855 , rs . 7230 and rs . 6562 for 5 consecutive months . how much sale must he have in the sixth month so that he gets an average sale of rs , 6500 ?",a,MULTIPLE_CHOICE,"a ) 4966
b ) 2477
c ) 2877
d ) 2676
e ) 1881",,
2648,,find the area of a parallelogram with base 15 cm and height 40 cm ?,d,MULTIPLE_CHOICE,"a ) 200 cm 2
b ) 100 cm 2
c ) 42 cm 2
d ) 600 cm 2
e ) 230 cm 2",,
2649,,the number 70 can be written as the sum of the squares of 3 different positive integers . what is the sum of these 3 integers ?,d,MULTIPLE_CHOICE,"a ) 17
b ) 16
c ) 15
d ) 14
e ) 13",,
2650,,"if 5 machines can produce 20 units in 10 hours , how long would it take 25 to produce 100 units ?",d,MULTIPLE_CHOICE,"a ) 5
b ) 9
c ) 6
d ) 10
e ) 2",,
2651,,"population of a city in 20004 was 1000000 . if in 2005 there isan increment of 15 % , in 2006 there is a decrements of 35 % and in 2007 there is an increment of 45 % , then find the population of city atthe end of the year 2007",e,MULTIPLE_CHOICE,"a ) 1034355
b ) 1035677
c ) 1045778
d ) 1067675
e ) 1083875",,
2652,,"a sum of money is distributed among a , b , c , d in the proportion of 1 : 3 : 4 : 2 . if c gets $ 500 more than d , what is the b ' s share ?",c,MULTIPLE_CHOICE,"a ) $ 450
b ) $ 500
c ) $ 750
d ) $ 800
e ) $ 840",,
2653,,"the length of a rectangular plot is thrice its breadth . if the area of the rectangular plot is 507 sq m , then what is the breadth of the rectangular plot ?",c,MULTIPLE_CHOICE,"a ) 16
b ) 17
c ) 13
d ) 19
e ) 14",,
2654,,the number 341 is equal to the sum of the cubes of two integers . what is the product of those integers ?,d,MULTIPLE_CHOICE,"a ) 8
b ) 15
c ) 21
d ) 30
e ) 39",,
2655,,"what is the sum of the multiples of 7 from 77 to 91 , inclusive ?",e,MULTIPLE_CHOICE,"a ) 260
b ) 452
c ) 352
d ) 260
e ) 252",,
2656,,45 x ? = 25 % of 900,c,MULTIPLE_CHOICE,"a ) 16.2
b ) 4
c ) 5
d ) 500
e ) none",,
2657,,if there are thrice as many women as men in a group and an equal number of men and women do not own cars - a group that is 30 % of the total . what fraction of the total is men who own cars ?,d,MULTIPLE_CHOICE,"a ) 3 ⁄ 20
b ) 11 ⁄ 60
c ) 9 ⁄ 40
d ) 1 ⁄ 10
e ) 11 ⁄ 20",,
2658,,| x + 3 | – | 4 - x | = | 7 + x | how many solutions will this equation have ?,c,MULTIPLE_CHOICE,"a ) 0
b ) 1
c ) 2
d ) 3
e ) 4",,
2659,,"a man is 24 years older than his son . in three years , his age will be twice the age of his son . the present age of the son is",d,MULTIPLE_CHOICE,"a ) 14 years
b ) 18 years
c ) 20 years
d ) 21 years
e ) none",,
2660,,"an auction house charges a commission of 17 % on the first $ 50,000 of the sale price of an item , plus 10 % on the amount of of the sale price in excess of $ 50,000 . what was the price of a painting for which the house charged a total commission of $ 24,000 ?",c,MULTIPLE_CHOICE,"a ) $ 115
000
b ) $ 160
000
c ) $ 205
000
d ) $ 240
000
e ) $ 365
000",,
2661,,"a man covers a certain distance q in a train . if the train moved 4 km / hr faster , it would take 30 min less . if it moved 2 km / hr slower , it would take 20 mins more . find the distance ?",d,MULTIPLE_CHOICE,"a ) 200 km
b ) 50 km
c ) 20 km
d ) 60 km
e ) 80 km",,
2662,,if the a radio is sold for rs 490 and sold for rs 465.50 . find loss % .,b,MULTIPLE_CHOICE,"a ) 4 %
b ) 5 %
c ) 6 %
d ) 3 %
e ) 5.5 %",,
2663,,"eight identical machines can produce 360 aluminum cans per hour . if all of the machines work at the same constant rate , how many cans could 5 such machines produce in 6 hours ?",d,MULTIPLE_CHOICE,"a ) 675
b ) 750
c ) 1
800
d ) 1
350
e ) 7
500",,
